INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,DABUR,31-Oct-19,485,CE,0,0,0,5.3,3.4,0,0,0,0,28-Aug-19
OPTSTK,PAGEIND,31-Oct-19,21500,PE,0,0,0,2845.15,3373.15,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,17-Oct-19,9800,PE,0,0,0,12.75,9.05,0,0,0,0,28-Aug-19
OPTSTK,CONCOR,31-Oct-19,420,PE,0,0,0,0.6,1.85,0,0,0,0,28-Aug-19
OPTSTK,ULTRACEMCO,31-Oct-19,5300,PE,0,0,0,787.4,1143.85,0,0,0,0,28-Aug-19
OPTSTK,TATAMOTORS,31-Oct-19,210,CE,0,0,0,2.45,0.75,0,0,0,0,28-Aug-19
OPTSTK,MANAPPURAM,31-Oct-19,90,CE,0,0,0,29.65,33.35,0,0,0,0,28-Aug-19
OPTSTK,STAR,31-Oct-19,400,PE,0,0,0,60.45,39.5,0,0,0,0,28-Aug-19
OPTSTK,JINDALSTEL,31-Oct-19,65,CE,0,0,0,71.35,33.45,0,0,0,0,28-Aug-19
OPTSTK,MFSL,31-Oct-19,490,CE,0,0,0,11.05,12.15,0,0,0,0,28-Aug-19
OPTSTK,PVR,31-Oct-19,1900,CE,0,0,0,75.3,34.15,0,0,0,0,28-Aug-19
OPTSTK,TORNTPOWER,31-Oct-19,245,CE,0,0,0,64.8,42.25,0,0,0,0,28-Aug-19
OPTSTK,EXIDEIND,31-Oct-19,147.5,PE,0,0,0,2.45,1,0,0,0,0,28-Aug-19
OPTSTK,STAR,31-Oct-19,310,CE,0,0,0,50.8,71.1,0,0,0,0,28-Aug-19
OPTSTK,MARUTI,31-Oct-19,7700,PE,0,0,0,1841.1,1558.9,0,0,0,0,28-Aug-19
OPTSTK,DABUR,31-Oct-19,390,CE,0,0,0,46.1,51,0,0,0,0,28-Aug-19
OPTSTK,PAGEIND,31-Oct-19,26500,CE,0,0,0,111.75,3.75,0,0,0,0,28-Aug-19
OPTSTK,NATIONALUM,31-Oct-19,41,CE,0,0,0,5.45,2.45,0,0,0,0,28-Aug-19
OPTSTK,PFC,29-Aug-19,140,PE,0,0,0,38,36.7,0,0,62000,0,28-Aug-19
OPTSTK,IGL,29-Aug-19,370,PE,0,0,0,42.6,36.9,0,0,0,0,28-Aug-19
OPTSTK,DABUR,26-Sep-19,430,PE,9.6,10.35,8.1,9.55,9.55,56,307.85,38750,-15000,28-Aug-19
OPTSTK,AMBUJACEM,26-Sep-19,210,PE,8.45,9.95,8,9.95,10.3,6,32.84,57500,15000,28-Aug-19
OPTSTK,EICHERMOT,26-Sep-19,17250,PE,0,0,0,284.55,1386,0,0,0,0,28-Aug-19
OPTSTK,SRF,29-Aug-19,2000,CE,0,0,0,788,776.1,0,0,500,0,28-Aug-19
OPTSTK,AMBUJACEM,26-Sep-19,285,PE,0,0,0,63.75,78.7,0,0,0,0,28-Aug-19
OPTSTK,TECHM,26-Sep-19,850,CE,0,0,0,4.85,0.3,0,0,0,0,28-Aug-19
OPTSTK,IOC,29-Aug-19,192.5,CE,0,0,0,4.9,0,0,0,0,0,28-Aug-19
OPTSTK,DABUR,26-Sep-19,485,CE,0,0,0,2.8,0.65,0,0,0,0,28-Aug-19
OPTSTK,ITC,26-Sep-19,282.5,CE,0,0,0,9.7,0.4,0,0,0,0,28-Aug-19
FUTSTK,KOTAKBANK,26-Sep-19,0,XX,1501.45,1503.85,1480,1489.85,1489.85,10312,61464.01,6066800,1532800,28-Aug-19
OPTSTK,MRF,29-Aug-19,61000,CE,0,0,0,1253.1,0,0,0,0,0,28-Aug-19
OPTSTK,CIPLA,26-Sep-19,550,PE,81,81,81,81,83.7,1,6.31,2000,1000,28-Aug-19
OPTSTK,POWERGRID,26-Sep-19,212.5,CE,4.75,5.05,3.5,3.8,3.8,37,321.2,104000,84000,28-Aug-19
OPTIDX,NIFTY,31-Oct-19,11450,CE,0,0,0,346.25,227,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,31-Oct-19,12700,PE,0,0,0,1260.65,1536.05,0,0,0,0,28-Aug-19
OPTIDX,NIFTYIT,5-Sep-19,14800,CE,0,0,0,895.45,1099.7,0,0,0,0,28-Aug-19
OPTIDX,BANKNIFTY,31-Oct-19,27200,CE,0,0,0,2378.15,1764.75,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,31-Oct-19,9850,CE,0,0,0,1583.9,1321.5,0,0,0,0,28-Aug-19
FUTSTK,STAR,29-Aug-19,0,XX,380.85,385.6,370.25,374.15,374.15,1333,6043.31,884400,-444000,28-Aug-19
OPTSTK,GLENMARK,26-Sep-19,570,PE,0,0,0,122.4,189,0,0,0,0,28-Aug-19
OPTSTK,MINDTREE,29-Aug-19,620,CE,0,0,0,370.85,57.2,0,0,0,0,28-Aug-19
OPTSTK,ADANIPORTS,29-Aug-19,250,PE,0,0,0,0.5,0,0,0,0,0,28-Aug-19
OPTSTK,NBCC,26-Sep-19,36,CE,2.55,2.8,2.45,2.75,2.75,9,29.52,93500,51000,28-Aug-19
OPTSTK,AMARAJABAT,29-Aug-19,840,PE,0,0,0,222,227.3,0,0,0,0,28-Aug-19
OPTSTK,NIITTECH,26-Sep-19,1350,PE,50,50,46.25,46.25,13.8,3,31.45,2250,2250,28-Aug-19
OPTSTK,AMARAJABAT,26-Sep-19,800,CE,0,0,0,4,0.05,0,0,0,0,28-Aug-19
OPTSTK,BIOCON,29-Aug-19,315,PE,95.05,95.05,95.05,95.05,95.05,1,7.38,0,-1800,28-Aug-19
OPTSTK,INDUSINDBK,29-Aug-19,1650,CE,0,0,0,0.05,0,0,0,1600,0,28-Aug-19
OPTSTK,TORNTPHARM,29-Aug-19,1800,PE,0,0,0,239.65,130.95,0,0,0,0,28-Aug-19
OPTSTK,STAR,26-Sep-19,310,CE,0,0,0,108.45,66.1,0,0,0,0,28-Aug-19
OPTSTK,INFY,26-Sep-19,570,PE,0,0,0,0.05,0,0,0,0,0,28-Aug-19
OPTSTK,ENGINERSIN,26-Sep-19,75,CE,0,0,0,48.55,29.55,0,0,0,0,28-Aug-19
OPTSTK,ENGINERSIN,26-Sep-19,155,CE,0,0,0,2.05,0.05,0,0,0,0,28-Aug-19
OPTSTK,MFSL,26-Sep-19,490,CE,0,0,0,8.75,4.15,0,0,1200,0,28-Aug-19
OPTSTK,BHARATFORG,26-Sep-19,640,PE,240,240,240,240,247.4,1,10.56,1200,1200,28-Aug-19
OPTSTK,BOSCHLTD,29-Aug-19,13000,CE,0,0,0,750,1200.75,0,0,60,0,28-Aug-19
OPTSTK,DHFL,29-Aug-19,140,PE,92.7,92.7,92.7,92.7,91.6,1,9.3,0,-4000,28-Aug-19
OPTSTK,BHARATFORG,26-Sep-19,330,CE,0,0,0,132.1,62.15,0,0,0,0,28-Aug-19
OPTSTK,CUMMINSIND,26-Sep-19,840,PE,0,0,0,86.6,266.55,0,0,0,0,28-Aug-19
OPTSTK,HDFCBANK,29-Aug-19,2500,PE,262,265,252,252,252,10,69.03,4250,-2500,28-Aug-19
OPTSTK,ADANIPORTS,26-Sep-19,290,PE,0,0,0,0.5,0.2,0,0,0,0,28-Aug-19
OPTSTK,NATIONALUM,26-Sep-19,41,CE,0.9,0.9,0.9,0.9,0.9,1,4.19,70000,10000,28-Aug-19
OPTIDX,NIFTY,24-Jun-21,9800,PE,0,0,0,299,239.05,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,3-Oct-19,9800,PE,0,0,0,4.05,3.55,0,0,0,0,28-Aug-19
OPTSTK,DABUR,26-Sep-19,360,CE,0,0,0,52,76.5,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,12-Sep-19,12700,PE,0,0,0,1017.95,1623.55,0,0,0,0,28-Aug-19
OPTSTK,WIPRO,29-Aug-19,307.5,PE,56,56.2,56,56.1,58.2,5,58.17,0,-16000,28-Aug-19
OPTSTK,DRREDDY,29-Aug-19,3000,CE,0.05,0.45,0.05,0.05,0,15,112.5,43000,-3250,28-Aug-19
OPTIDX,NIFTY,12-Sep-19,11450,CE,0,0,0,462.9,44.1,0,0,0,0,28-Aug-19
OPTSTK,IOC,29-Aug-19,177.5,CE,0,0,0,8.65,0,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,29-Dec-22,12700,PE,0,0,0,448.4,1117,0,0,0,0,28-Aug-19
OPTIDX,NIFTYIT,10-Oct-19,14800,CE,0,0,0,922,1248.8,0,0,0,0,28-Aug-19
OPTSTK,UBL,29-Aug-19,1140,CE,0,0,0,245,189.6,0,0,0,0,28-Aug-19
OPTSTK,KOTAKBANK,29-Aug-19,1400,CE,91.2,91.2,90,90,83.9,3,17.88,5200,-400,28-Aug-19
OPTSTK,EQUITAS,26-Sep-19,95,CE,0,0,0,27.85,13.05,0,0,0,0,28-Aug-19
OPTSTK,BRITANNIA,26-Sep-19,2450,CE,250,250,250,250,291.7,1,5.4,1600,200,28-Aug-19
FUTSTK,UPL,26-Sep-19,0,XX,562.45,572,548,558.65,558.65,5000,25150.9,13207500,2417400,28-Aug-19
OPTSTK,RAYMOND,29-Aug-19,640,PE,0,0,0,67,67.65,0,0,3200,0,28-Aug-19
OPTSTK,CANBK,29-Aug-19,235,PE,7.4,8.1,5.5,7.9,8.4,9,43.61,16000,-8000,28-Aug-19
OPTSTK,WIPRO,29-Aug-19,227.5,CE,0,0,0,46.85,21.8,0,0,0,0,28-Aug-19
OPTSTK,CANBK,29-Aug-19,160,CE,0,0,0,105,66.9,0,0,0,0,28-Aug-19
OPTSTK,MRF,29-Aug-19,61500,PE,0,0,0,6386.7,3562.2,0,0,0,0,28-Aug-19
OPTSTK,ACC,26-Sep-19,1280,CE,0,0,0,333.05,269.75,0,0,0,0,28-Aug-19
OPTSTK,UJJIVAN,26-Sep-19,290,CE,12.2,12.2,8.6,10.7,10.7,39,187.04,46400,17600,28-Aug-19
OPTSTK,UJJIVAN,26-Sep-19,370,CE,0,0,0,13.8,1.45,0,0,0,0,28-Aug-19
OPTSTK,WIPRO,26-Sep-19,227.5,PE,0,0,0,0.85,0.55,0,0,0,0,28-Aug-19
OPTSTK,LUPIN,29-Aug-19,680,CE,0,0,0,97.7,52.25,0,0,0,0,28-Aug-19
OPTSTK,ITC,29-Aug-19,232.5,PE,0.05,0.15,0.05,0.1,0.1,27,150.71,50400,0,28-Aug-19
OPTSTK,M&M,26-Sep-19,660,CE,0,0,0,42.95,2.45,0,0,0,0,28-Aug-19
OPTSTK,TATAPOWER,26-Sep-19,76,PE,0,0,0,8.65,20.3,0,0,0,0,28-Aug-19
OPTSTK,HINDPETRO,26-Sep-19,360,CE,0,0,0,6.6,0.55,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,10-Oct-19,11700,CE,0,0,0,94.65,90.3,0,0,0,0,28-Aug-19
OPTSTK,LUPIN,29-Aug-19,760,CE,2,3.7,0.55,0.65,0.65,219,1168.01,136500,-10500,28-Aug-19
OPTIDX,NIFTY,10-Oct-19,12350,PE,0,0,0,1202.05,1230.5,0,0,0,0,28-Aug-19
OPTSTK,ICICIBANK,29-Aug-19,380,CE,34.4,34.55,33.1,33.1,33.05,11,62.65,30250,-15125,28-Aug-19
OPTIDX,NIFTYIT,31-Oct-19,17500,PE,0,0,0,1489.25,1530.7,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,26-Dec-19,7900,CE,0,0,0,3166,3305.65,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,26-Dec-19,10500,CE,875.4,885.95,805.05,844.25,844.25,45,383.22,251850,675,28-Aug-19
OPTIDX,NIFTY,5-Sep-19,10500,CE,630,630,526.05,568,568,10,82.92,1275,-75,28-Aug-19
OPTIDX,BANKNIFTY,31-Oct-19,28000,PE,699,900,699,805,805,19,109.59,760,-20,28-Aug-19
OPTSTK,BAJAJ-AUTO,26-Sep-19,3150,CE,0,0,0,69.2,5.85,0,0,0,0,28-Aug-19
OPTSTK,ADANIPORTS,26-Sep-19,280,CE,0,0,0,131.45,87.35,0,0,0,0,28-Aug-19
OPTSTK,IBULHSGFIN,29-Aug-19,1000,CE,0,0,0,0.05,0,0,0,3200,0,28-Aug-19
OPTSTK,CHOLAFIN,29-Aug-19,344,PE,0,0,0,251.45,77.5,0,0,0,0,28-Aug-19
OPTSTK,HEROMOTOCO,29-Aug-19,2500,CE,115,117.35,70,75.7,75.7,36,186.57,36000,-600,28-Aug-19
OPTSTK,INDUSINDBK,29-Aug-19,1780,PE,0,0,0,282.95,413.95,0,0,0,0,28-Aug-19
OPTSTK,GRASIM,29-Aug-19,1040,PE,0,0,0,165.5,326.35,0,0,750,0,28-Aug-19
OPTSTK,NMDC,26-Sep-19,77.5,CE,0,0,0,36.9,8.95,0,0,0,0,28-Aug-19
OPTSTK,PIDILITIND,29-Aug-19,1580,CE,0,0,0,11.5,0,0,0,0,0,28-Aug-19
OPTSTK,SBIN,29-Aug-19,290,PE,6.3,8.7,5.15,6.15,6.15,490,4361.2,735000,-183000,28-Aug-19
OPTSTK,ADANIPOWER,26-Sep-19,49,PE,0,0,0,4.1,0.3,0,0,0,0,28-Aug-19
OPTSTK,IBULHSGFIN,29-Aug-19,520,PE,51.05,71.1,50.7,65.15,65.15,55,256.3,92800,-32000,28-Aug-19
OPTSTK,BERGEPAINT,26-Sep-19,340,CE,0,0,0,29,29.25,0,0,4400,0,28-Aug-19
OPTSTK,INDUSINDBK,29-Aug-19,1860,CE,0,0,0,98.05,0,0,0,0,0,28-Aug-19
OPTSTK,ADANIPOWER,26-Sep-19,65,PE,0,0,0,14.5,6.8,0,0,0,0,28-Aug-19
OPTSTK,BERGEPAINT,26-Sep-19,415,PE,0,0,0,93.2,47.05,0,0,0,0,28-Aug-19
OPTSTK,JUBLFOOD,26-Sep-19,1220,PE,72,79.4,70.5,79.4,71.65,4,25.86,1500,500,28-Aug-19
OPTSTK,CHOLAFIN,29-Aug-19,264,PE,0,0,0,5.95,1.65,0,0,0,0,28-Aug-19
OPTSTK,JSWSTEEL,26-Sep-19,175,PE,2.4,2.4,2.4,2.4,1.15,1,3.54,4000,0,28-Aug-19
OPTSTK,BALKRISIND,29-Aug-19,1040,CE,0,0,0,8.9,0,0,0,0,0,28-Aug-19
OPTSTK,AXISBANK,26-Sep-19,790,PE,0,0,0,31.4,109.4,0,0,0,0,28-Aug-19
OPTSTK,ONGC,26-Sep-19,117.5,CE,0,0,0,7.5,7.85,0,0,11250,0,28-Aug-19
OPTSTK,ONGC,26-Sep-19,155,PE,0,0,0,35,33.2,0,0,11250,0,28-Aug-19
OPTSTK,INFRATEL,26-Sep-19,375,CE,0,0,0,0.85,0,0,0,0,0,28-Aug-19
OPTSTK,SBIN,26-Sep-19,405,PE,0,0,0,46.4,118.25,0,0,0,0,28-Aug-19
OPTSTK,TORNTPOWER,26-Sep-19,255,CE,0,0,0,53.9,29.55,0,0,0,0,28-Aug-19
OPTSTK,SBIN,26-Sep-19,325,PE,40,42,40,42,41.05,2,21.96,63000,6000,28-Aug-19
OPTIDX,BANKNIFTY,29-Aug-19,30800,CE,0.8,0.8,0.15,0.35,0.35,15,92.4,1420,-160,28-Aug-19
OPTIDX,NIFTY,25-Jun-20,14500,CE,0,0,0,493.65,96.05,0,0,0,0,28-Aug-19
OPTSTK,CANBK,26-Sep-19,230,CE,12.5,12.9,9.7,9.95,9.95,178,859.2,212000,44000,28-Aug-19
OPTSTK,YESBANK,29-Aug-19,65,PE,2.2,7.15,1.9,5.7,5.7,1833,2788.54,607200,-1093400,28-Aug-19
OPTSTK,DABUR,29-Aug-19,390,CE,0,0,0,29,44.9,0,0,0,0,28-Aug-19
OPTSTK,ACC,26-Sep-19,1840,PE,0,0,0,264.6,292.15,0,0,0,0,28-Aug-19
OPTSTK,RAYMOND,26-Sep-19,460,CE,0,0,0,283.95,116,0,0,0,0,28-Aug-19
OPTSTK,HCLTECH,29-Aug-19,1180,CE,0.85,1.1,0.45,0.65,0.65,34,281.02,16800,2100,28-Aug-19
OPTSTK,SUNPHARMA,29-Aug-19,420,PE,7,10.75,5.4,8.95,8.95,775,3646.33,192500,-130900,28-Aug-19
OPTSTK,TITAN,29-Aug-19,1180,PE,0,0,0,94.15,68.9,0,0,2250,0,28-Aug-19
OPTSTK,AMBUJACEM,29-Aug-19,170,CE,0,0,0,66.3,35.05,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,25-Jun-20,9000,PE,0,0,0,84.4,47.9,0,0,322550,0,28-Aug-19
OPTSTK,TITAN,29-Aug-19,1500,CE,0,0,0,1,0,0,0,0,0,28-Aug-19
FUTSTK,DABUR,31-Oct-19,0,XX,438.35,438.4,438.35,438.4,438.4,2,10.95,17500,2500,28-Aug-19
OPTIDX,NIFTY,29-Aug-19,11450,CE,0.6,1.2,0.2,0.65,0.65,8302,71298.44,140175,-43200,28-Aug-19
OPTSTK,RAMCOCEM,29-Aug-19,920,PE,0,0,0,108.25,168.1,0,0,0,0,28-Aug-19
OPTSTK,MINDTREE,26-Sep-19,610,PE,0,0,0,18.05,7.9,0,0,0,0,28-Aug-19
OPTSTK,APOLLOTYRE,26-Sep-19,127.5,CE,0,0,0,49.1,41.75,0,0,0,0,28-Aug-19
OPTSTK,HINDUNILVR,29-Aug-19,1460,PE,0,0,0,1.05,0,0,0,0,0,28-Aug-19
OPTSTK,HINDZINC,26-Sep-19,222.5,PE,0,0,0,4.55,15.3,0,0,0,0,28-Aug-19
OPTSTK,CHOLAFIN,29-Aug-19,240,PE,0.2,0.2,0.05,0.05,0,3,18,52500,-7500,28-Aug-19
OPTSTK,GRASIM,29-Aug-19,1010,PE,0,0,0,130.85,296.35,0,0,0,0,28-Aug-19
OPTSTK,DHFL,29-Aug-19,130,PE,0,0,0,30.45,81.6,0,0,0,0,28-Aug-19
OPTSTK,ADANIENT,26-Sep-19,170,PE,0,0,0,27.95,33.7,0,0,0,0,28-Aug-19
OPTSTK,CASTROLIND,26-Sep-19,105,PE,0,0,0,0.1,0.6,0,0,0,0,28-Aug-19
OPTSTK,HINDZINC,26-Sep-19,197.5,CE,0,0,0,51.25,17.4,0,0,0,0,28-Aug-19
OPTSTK,GODREJCP,26-Sep-19,500,CE,0,0,0,176.85,102.6,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,30-Jun-22,12700,PE,0,0,0,722,1168.85,0,0,9600,0,28-Aug-19
OPTSTK,DISHTV,29-Aug-19,37.5,CE,0,0,0,0.05,0,0,0,98000,0,28-Aug-19
OPTSTK,GLENMARK,26-Sep-19,360,CE,0,0,0,101.5,31.85,0,0,0,0,28-Aug-19
OPTSTK,NBCC,26-Sep-19,51,PE,0,0,0,1.75,15.6,0,0,0,0,28-Aug-19
OPTSTK,HEXAWARE,26-Sep-19,420,CE,5.5,5.5,5.35,5.35,5.35,3,19.14,6000,4500,28-Aug-19
OPTSTK,CUMMINSIND,29-Aug-19,1020,CE,0,0,0,15.25,0,0,0,0,0,28-Aug-19
OPTSTK,BERGEPAINT,29-Aug-19,285,PE,0,0,0,2,0,0,0,24200,0,28-Aug-19
OPTSTK,PIDILITIND,26-Sep-19,1220,CE,0,0,0,160,165.75,0,0,500,0,28-Aug-19
OPTSTK,BIOCON,26-Sep-19,295,CE,0,0,0,5.65,0.25,0,0,0,0,28-Aug-19
OPTSTK,APOLLOHOSP,26-Sep-19,1260,PE,0,0,0,64.4,4.5,0,0,0,0,28-Aug-19
OPTSTK,HINDALCO,29-Aug-19,215,PE,37.15,37.25,37.15,37.25,36.6,4,35.31,7000,-14000,28-Aug-19
OPTSTK,MUTHOOTFIN,29-Aug-19,610,PE,1.7,1.7,0.55,0.7,0.7,23,210.79,16500,4500,28-Aug-19
OPTSTK,CONCOR,29-Aug-19,490,PE,9.5,9.5,9.5,9.5,5.7,1,7.8,3126,0,28-Aug-19
OPTSTK,ADANIPOWER,29-Aug-19,68,CE,0,0,0,0.05,0,0,0,60000,0,28-Aug-19
OPTSTK,NIITTECH,26-Sep-19,1150,CE,0,0,0,206,379.25,0,0,0,0,28-Aug-19
OPTSTK,NBCC,26-Sep-19,19,PE,0,0,0,0.05,0.05,0,0,0,0,28-Aug-19
OPTSTK,CUMMINSIND,29-Aug-19,540,PE,0,0,0,1.95,0.05,0,0,13300,0,28-Aug-19
OPTIDX,BANKNIFTY,19-Sep-19,30400,CE,0,0,0,1099.85,97.9,0,0,0,0,28-Aug-19
OPTSTK,MGL,26-Sep-19,840,PE,20,24.7,20,22.5,22.5,7,36.23,4200,3600,28-Aug-19
OPTSTK,EICHERMOT,29-Aug-19,13000,CE,0,0,0,7152.95,3299.5,0,0,0,0,28-Aug-19
OPTSTK,ICICIBANK,29-Aug-19,425,PE,9,15.05,9,13,13,60,360.32,92125,-48125,28-Aug-19
OPTIDX,NIFTY,29-Dec-22,9800,PE,0,0,0,50.25,288.25,0,0,0,0,28-Aug-19
OPTSTK,NCC,26-Sep-19,125,PE,0,0,0,27.15,65.2,0,0,0,0,28-Aug-19
OPTSTK,EICHERMOT,29-Aug-19,17250,PE,1100,1100,972.75,972.75,951.35,2,9.14,75,-50,28-Aug-19
OPTSTK,M&M,26-Sep-19,670,CE,0,0,0,1,1.9,0,0,3000,0,28-Aug-19
OPTIDX,NIFTY,27-Jun-24,13400,PE,0,0,0,625.1,1206.1,0,0,0,0,28-Aug-19
OPTSTK,DLF,29-Aug-19,115,PE,0.05,0.05,0.05,0.05,0,6,19.32,243600,-11200,28-Aug-19
OPTSTK,LICHSGFIN,26-Sep-19,440,CE,14,14.3,8.75,10.7,10.7,125,620.86,68200,31900,28-Aug-19
OPTSTK,HINDPETRO,26-Sep-19,170,PE,0,0,0,0.1,0.05,0,0,0,0,28-Aug-19
OPTSTK,UPL,29-Aug-19,533.35,PE,0.5,0.5,0.5,0.5,0.45,1,4.8,5400,-900,28-Aug-19
OPTIDX,NIFTY,12-Sep-19,9800,PE,0,0,0,0.8,0.1,0,0,0,0,28-Aug-19
OPTSTK,TATAPOWER,26-Sep-19,62,PE,0,0,0,9.9,7.6,0,0,9000,0,28-Aug-19
OPTSTK,DLF,29-Aug-19,200,CE,0.05,0.1,0.05,0.05,0,37,207.25,470400,-84000,28-Aug-19
OPTIDX,NIFTY,29-Dec-22,13400,PE,0,0,0,377.1,1413.4,0,0,0,0,28-Aug-19
OPTSTK,RBLBANK,26-Sep-19,400,PE,63.6,99,63.6,85.95,85.95,75,444.9,87600,82800,28-Aug-19
OPTSTK,UPL,29-Aug-19,613.35,PE,0,0,0,46.55,56.25,0,0,3600,0,28-Aug-19
OPTIDX,NIFTYIT,3-Oct-19,15700,CE,0,0,0,345.7,536.1,0,0,0,0,28-Aug-19
OPTSTK,ZEEL,26-Sep-19,230,PE,0,0,0,4.3,0.05,0,0,1300,0,28-Aug-19
OPTSTK,AMARAJABAT,29-Aug-19,560,PE,0.1,0.1,0.1,0.1,0,1,3.92,700,-700,28-Aug-19
OPTSTK,MUTHOOTFIN,29-Aug-19,750,CE,0,0,0,0.95,0,0,0,6000,0,28-Aug-19
OPTSTK,TORNTPHARM,26-Sep-19,1880,PE,0,0,0,324.95,209.8,0,0,0,0,28-Aug-19
OPTSTK,MINDTREE,29-Aug-19,1030,PE,0,0,0,75.15,352.75,0,0,0,0,28-Aug-19
OPTSTK,RELINFRA,29-Aug-19,52.5,PE,0,0,0,7.8,14.2,0,0,32000,0,28-Aug-19
OPTSTK,ONGC,26-Sep-19,172.5,PE,0,0,0,10.5,50.55,0,0,0,0,28-Aug-19
OPTSTK,JINDALSTEL,26-Sep-19,145,CE,0,0,0,20.65,0.55,0,0,0,0,28-Aug-19
OPTSTK,INFY,29-Aug-19,730,PE,0.2,0.2,0.1,0.1,0.1,14,122.66,104400,-13200,28-Aug-19
OPTSTK,JUSTDIAL,26-Sep-19,620,PE,12.1,12.3,12,12.3,7.9,4,35.4,12600,0,28-Aug-19
OPTSTK,ADANIENT,29-Aug-19,120,PE,0.05,0.1,0.05,0.1,0.1,9,43.22,220000,-28000,28-Aug-19
OPTSTK,RECLTD,26-Sep-19,117.5,PE,0,0,0,0.2,0.8,0,0,0,0,28-Aug-19
OPTSTK,SBIN,26-Sep-19,355,PE,69.1,69.1,68.6,68.6,68.95,3,38.13,12000,9000,28-Aug-19
OPTSTK,BAJAJFINSV,29-Aug-19,9500,CE,0,0,0,5,0,0,0,375,0,28-Aug-19
OPTSTK,NTPC,29-Aug-19,127.5,CE,0.05,0.35,0.05,0.05,0,139,851.65,340800,-72000,28-Aug-19
OPTSTK,ADANIPOWER,29-Aug-19,63,CE,0,0,0,0.15,0,0,0,160000,0,28-Aug-19
OPTIDX,BANKNIFTY,24-Oct-19,28000,PE,0,0,0,1384.1,1175.25,0,0,0,0,28-Aug-19
OPTSTK,GAIL,26-Sep-19,195,PE,0,0,0,82.85,66.05,0,0,0,0,28-Aug-19
OPTSTK,BALKRISIND,29-Aug-19,780,PE,0,0,0,30.6,34.9,0,0,2400,0,28-Aug-19
OPTSTK,APOLLOTYRE,29-Aug-19,135,PE,0,0,0,0.05,0,0,0,51000,0,28-Aug-19
OPTSTK,STAR,29-Aug-19,310,CE,0,0,0,66,63.8,0,0,1200,0,28-Aug-19
OPTSTK,ASHOKLEY,26-Sep-19,92.5,CE,0,0,0,6.25,0.2,0,0,0,0,28-Aug-19
OPTSTK,BHARTIARTL,26-Sep-19,400,PE,55.35,55.35,55.35,55.35,54.8,1,8.42,5553,1851,28-Aug-19
OPTSTK,MARICO,29-Aug-19,435,CE,0,0,0,2.95,0,0,0,0,0,28-Aug-19
OPTSTK,GAIL,26-Sep-19,182.5,PE,0,0,0,62.35,53.65,0,0,0,0,28-Aug-19
OPTSTK,NATIONALUM,29-Aug-19,50,PE,9.9,10.5,9.8,10.35,10.35,4,24.04,50000,-30000,28-Aug-19
OPTSTK,TVSMOTOR,26-Sep-19,310,CE,0,0,0,125.15,54.3,0,0,0,0,28-Aug-19
OPTSTK,IBULHSGFIN,26-Sep-19,380,PE,18,26.7,18,21.8,21.8,249,802.27,144000,41600,28-Aug-19
OPTIDX,NIFTY,31-Oct-19,9800,PE,0,0,0,6.2,16.15,0,0,0,0,28-Aug-19
OPTSTK,BATAINDIA,26-Sep-19,1100,CE,413,413,413,413,412.8,1,8.32,550,-550,28-Aug-19
OPTSTK,SUNPHARMA,29-Aug-19,430,PE,13.65,19.7,12,18.3,18.3,41,200.65,44000,-14300,28-Aug-19
OPTSTK,YESBANK,29-Aug-19,180,CE,0,0,0,0.05,0,0,0,103400,0,28-Aug-19
OPTSTK,BRITANNIA,29-Aug-19,2600,PE,11.6,16,3,4,4,658,3431.44,55400,14600,28-Aug-19
OPTSTK,ITC,29-Aug-19,270,CE,0.05,0.1,0.05,0.05,0,107,693.49,2272800,-218400,28-Aug-19
OPTSTK,CANBK,26-Sep-19,160,CE,0,0,0,98.25,67.65,0,0,0,0,28-Aug-19
OPTSTK,ITC,29-Aug-19,212.5,CE,0,0,0,48.15,33.5,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,27-Jun-24,12700,PE,0,0,0,471.95,971.2,0,0,0,0,28-Aug-19
OPTSTK,HEXAWARE,29-Aug-19,325,PE,0,0,0,3,0,0,0,3000,0,28-Aug-19
OPTIDX,NIFTYIT,26-Sep-19,16500,CE,0,0,0,348.4,145.15,0,0,0,0,28-Aug-19
OPTSTK,NMDC,26-Sep-19,140,CE,0,0,0,1.05,0.05,0,0,0,0,28-Aug-19
OPTIDX,NIFTYIT,26-Sep-19,14200,PE,0,0,0,59.45,4.95,0,0,0,0,28-Aug-19
