INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,HEXAWARE,31-Oct-19,425,CE,0,0,0,9.05,9.2,0,0,0,0,28-Aug-19
OPTSTK,RAMCOCEM,31-Oct-19,840,PE,0,0,0,91.25,93.75,0,0,0,0,28-Aug-19
OPTSTK,GMRINFRA,31-Oct-19,11,CE,0,0,0,3.8,4.4,0,0,0,0,28-Aug-19
OPTSTK,UJJIVAN,31-Oct-19,210,CE,0,0,0,69.05,79.2,0,0,0,0,28-Aug-19
OPTSTK,GODREJCP,31-Oct-19,500,CE,0,0,0,126.65,106.45,0,0,0,0,28-Aug-19
OPTSTK,BANKBARODA,31-Oct-19,120,CE,0,0,0,7.95,2.2,0,0,0,0,28-Aug-19
OPTSTK,BATAINDIA,31-Oct-19,1180,CE,0,0,0,161.4,341.05,0,0,0,0,28-Aug-19
OPTSTK,MRF,31-Oct-19,53500,CE,0,0,0,3449.75,5531.95,0,0,0,0,28-Aug-19
OPTSTK,ICICIBANK,31-Oct-19,380,PE,0,0,0,8.55,8.5,0,0,2750,0,28-Aug-19
OPTSTK,CADILAHC,31-Oct-19,270,PE,0,0,0,43.45,46.6,0,0,0,0,28-Aug-19
OPTSTK,VEDL,31-Oct-19,177.5,CE,0,0,0,13.35,3.1,0,0,0,0,28-Aug-19
OPTSTK,COLPAL,31-Oct-19,1230,CE,0,0,0,34.45,36.65,0,0,0,0,28-Aug-19
OPTSTK,MARICO,31-Oct-19,400,PE,0,0,0,34.2,18.5,0,0,0,0,28-Aug-19
OPTSTK,AMBUJACEM,31-Oct-19,270,PE,0,0,0,52.6,62.55,0,0,0,0,28-Aug-19
OPTSTK,APOLLOHOSP,31-Oct-19,1520,PE,0,0,0,184.05,102.6,0,0,0,0,28-Aug-19
OPTSTK,BERGEPAINT,31-Oct-19,325,CE,0,0,0,24.7,46.3,0,0,0,0,28-Aug-19
OPTSTK,SBIN,31-Oct-19,315,PE,0,0,0,9.45,36.5,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,17-Oct-19,12500,CE,0,0,0,23,16.25,0,0,0,0,28-Aug-19
OPTSTK,GAIL,31-Oct-19,155,PE,0,0,0,21.3,26.7,0,0,0,0,28-Aug-19
OPTSTK,LUPIN,31-Oct-19,670,PE,0,0,0,14.05,9.2,0,0,0,0,28-Aug-19
OPTSTK,MARICO,31-Oct-19,395,CE,0,0,0,3.6,16,0,0,0,0,28-Aug-19
OPTSTK,DRREDDY,31-Oct-19,3050,CE,0,0,0,38.7,5.3,0,0,0,0,28-Aug-19
OPTSTK,TATAPOWER,31-Oct-19,41,PE,0,0,0,0.1,0.45,0,0,0,0,28-Aug-19
OPTSTK,ADANIPOWER,31-Oct-19,55,CE,0,0,0,13.05,7.45,0,0,0,0,28-Aug-19
OPTSTK,IDFCFIRSTB,31-Oct-19,48,PE,0,0,0,9.45,6.9,0,0,0,0,28-Aug-19
OPTSTK,TORNTPHARM,31-Oct-19,1680,CE,0,0,0,153.45,90.95,0,0,0,0,28-Aug-19
OPTSTK,ICICIBANK,31-Oct-19,465,CE,0,0,0,4.25,7.95,0,0,0,0,28-Aug-19
OPTSTK,TATAPOWER,31-Oct-19,57,PE,0,0,0,2.8,5.6,0,0,0,0,28-Aug-19
OPTSTK,TATAPOWER,31-Oct-19,66,CE,0,0,0,4,1.95,0,0,0,0,28-Aug-19
OPTSTK,INDIGO,31-Oct-19,1200,PE,0,0,0,35.95,2.65,0,0,0,0,28-Aug-19
OPTSTK,UPL,31-Oct-19,630,CE,0,0,0,55.8,27.15,0,0,0,0,28-Aug-19
OPTSTK,SRF,31-Oct-19,2000,PE,0,0,0,7,19.65,0,0,0,0,28-Aug-19
OPTSTK,ICICIBANK,31-Oct-19,410,PE,0,0,0,22,19.6,0,0,2750,0,28-Aug-19
OPTSTK,RBLBANK,31-Oct-19,530,PE,0,0,0,112.15,219.65,0,0,0,0,28-Aug-19
OPTSTK,CANBK,31-Oct-19,245,PE,0,0,0,25.7,28.55,0,0,0,0,28-Aug-19
OPTSTK,SBIN,31-Oct-19,400,CE,0,0,0,0.7,0.65,0,0,3000,0,28-Aug-19
OPTSTK,MOTHERSUMI,31-Oct-19,95,PE,0,0,0,2.5,8.5,0,0,0,0,28-Aug-19
OPTSTK,SBIN,31-Oct-19,240,PE,0,0,0,0.25,3.35,0,0,0,0,28-Aug-19
OPTSTK,BRITANNIA,31-Oct-19,3500,CE,0,0,0,6,14.85,0,0,0,0,28-Aug-19
OPTSTK,INFY,31-Oct-19,690,PE,0,0,0,9.35,3.5,0,0,0,0,28-Aug-19
OPTSTK,RBLBANK,31-Oct-19,380,CE,0,0,0,112.45,31.7,0,0,0,0,28-Aug-19
OPTSTK,HINDUNILVR,31-Oct-19,1980,PE,0,0,0,226.7,150.15,0,0,0,0,28-Aug-19
OPTSTK,RAMCOCEM,31-Oct-19,670,CE,0,0,0,91.8,98.3,0,0,0,0,28-Aug-19
OPTSTK,CUMMINSIND,31-Oct-19,560,CE,0,0,0,201.45,44.15,0,0,0,0,28-Aug-19
OPTSTK,BANKBARODA,31-Oct-19,90,CE,0,0,0,24,11.6,0,0,0,0,28-Aug-19
OPTSTK,BHARTIARTL,31-Oct-19,440,PE,0,0,0,93.85,92.4,0,0,0,0,28-Aug-19
OPTSTK,BHEL,31-Oct-19,58,CE,0,0,0,6.9,2.95,0,0,0,0,28-Aug-19
OPTSTK,CANBK,31-Oct-19,330,PE,0,0,0,89.35,100.6,0,0,0,0,28-Aug-19
OPTSTK,JUBLFOOD,26-Sep-19,1000,PE,5,7.1,5,7.1,7.1,12,60.36,9000,5500,28-Aug-19
OPTSTK,IDBI,29-Aug-19,17,CE,0,0,0,18.4,9.75,0,0,0,0,28-Aug-19
OPTSTK,NBCC,29-Aug-19,68,PE,0,0,0,9.1,32.05,0,0,0,0,28-Aug-19
OPTSTK,NMDC,26-Sep-19,65,CE,0,0,0,46.6,17.55,0,0,0,0,28-Aug-19
OPTSTK,BALKRISIND,26-Sep-19,580,CE,0,0,0,196.2,167.75,0,0,0,0,28-Aug-19
OPTSTK,NIITTECH,29-Aug-19,1540,PE,0,0,0,209.45,23.55,0,0,0,0,28-Aug-19
OPTSTK,PIDILITIND,29-Aug-19,1080,PE,0,0,0,2.5,0,0,0,1500,0,28-Aug-19
OPTSTK,TATAMOTORS,26-Sep-19,135,CE,2.55,3.6,1.75,1.85,1.85,609,2515.92,771000,240000,28-Aug-19
OPTSTK,GRASIM,29-Aug-19,600,CE,0,0,0,328.8,113.6,0,0,0,0,28-Aug-19
OPTSTK,DIVISLAB,26-Sep-19,1360,CE,0,0,0,293.75,230.55,0,0,0,0,28-Aug-19
OPTIDX,NIFTYIT,29-Aug-19,15200,CE,0,0,0,1205.6,682.35,0,0,0,0,28-Aug-19
OPTSTK,SBIN,29-Aug-19,240,PE,0.05,0.05,0.05,0.05,0,25,180.03,483000,-72000,28-Aug-19
OPTSTK,RECLTD,29-Aug-19,102.5,CE,0,0,0,43.4,38.45,0,0,0,0,28-Aug-19
OPTSTK,NIITTECH,29-Aug-19,1210,PE,0,0,0,2.2,0,0,0,0,0,28-Aug-19
OPTIDX,BANKNIFTY,26-Sep-19,26000,PE,88,140,80.9,109.8,109.8,2010,10494.57,64020,1500,28-Aug-19
OPTSTK,SHREECEM,26-Sep-19,17750,CE,0,0,0,4549.1,1539.55,0,0,0,0,28-Aug-19
OPTSTK,HEROMOTOCO,29-Aug-19,2150,CE,0,0,0,615.3,418.95,0,0,0,0,28-Aug-19
OPTSTK,NBCC,29-Aug-19,20,PE,0,0,0,0.05,0,0,0,0,0,28-Aug-19
OPTSTK,INFRATEL,29-Aug-19,370,PE,0,0,0,94.7,121.15,0,0,0,0,28-Aug-19
OPTSTK,MINDTREE,26-Sep-19,1070,PE,0,0,0,108.4,388,0,0,0,0,28-Aug-19
OPTSTK,MARUTI,29-Aug-19,7900,PE,1706,1706,1704,1704,1795.8,2,14.4,2025,-150,28-Aug-19
OPTSTK,RELIANCE,26-Sep-19,1180,CE,100.95,101,96.75,98.45,98.45,36,230.14,17500,500,28-Aug-19
OPTSTK,M&MFIN,26-Sep-19,410,PE,0,0,0,33.45,91.3,0,0,0,0,28-Aug-19
OPTSTK,GLENMARK,29-Aug-19,340,PE,0.2,0.4,0.1,0.2,0.2,9,30.61,9000,-8000,28-Aug-19
OPTSTK,GLENMARK,29-Aug-19,500,PE,0,0,0,125,121.55,0,0,2000,0,28-Aug-19
OPTSTK,GMRINFRA,26-Sep-19,18,PE,0,0,0,2.5,2.75,0,0,45000,0,28-Aug-19
OPTSTK,CADILAHC,26-Sep-19,340,PE,0,0,0,98,115.2,0,0,0,0,28-Aug-19
OPTSTK,PIDILITIND,29-Aug-19,1160,PE,0.05,0.05,0.05,0.05,0,1,5.8,10000,-500,28-Aug-19
OPTSTK,MCDOWELL-N,26-Sep-19,650,PE,0,0,0,83.05,55.35,0,0,0,0,28-Aug-19
OPTSTK,UBL,31-Oct-19,1360,CE,0,0,0,107.15,54.85,0,0,0,0,28-Aug-19
OPTSTK,HINDPETRO,31-Oct-19,160,PE,0,0,0,0.15,0.25,0,0,0,0,28-Aug-19
OPTSTK,ADANIENT,31-Oct-19,120,CE,0,0,0,19.35,20.9,0,0,0,0,28-Aug-19
OPTSTK,NESTLEIND,31-Oct-19,13100,PE,0,0,0,1480.95,855.55,0,0,0,0,28-Aug-19
OPTSTK,IDFCFIRSTB,31-Oct-19,32,CE,0,0,0,8.4,10.8,0,0,0,0,28-Aug-19
OPTSTK,CONCOR,31-Oct-19,370,PE,0,0,0,0.05,0.1,0,0,0,0,28-Aug-19
OPTSTK,EICHERMOT,31-Oct-19,19500,CE,0,0,0,476.75,376.95,0,0,0,0,28-Aug-19
OPTSTK,RELIANCE,31-Oct-19,1180,PE,0,0,0,35.4,47.4,0,0,0,0,28-Aug-19
OPTSTK,MGL,26-Sep-19,760,PE,0,0,0,14.45,7.95,0,0,0,0,28-Aug-19
OPTSTK,EQUITAS,29-Aug-19,87.5,PE,0.1,0.1,0.1,0.1,0,19,66.57,8000,-76000,28-Aug-19
OPTSTK,SIEMENS,26-Sep-19,1260,PE,0,0,0,114,94.35,0,0,550,0,28-Aug-19
OPTSTK,ESCORTS,29-Aug-19,620,CE,0,0,0,0.05,0,0,0,1100,0,28-Aug-19
OPTSTK,PEL,29-Aug-19,2050,CE,1.55,3.4,0.85,1,1,19,117.7,5436,-1208,28-Aug-19
OPTSTK,BRITANNIA,29-Aug-19,3500,CE,0,0,0,10.75,0,0,0,0,0,28-Aug-19
OPTSTK,SIEMENS,26-Sep-19,1100,PE,12.25,12.25,12.25,12.25,14.05,1,6.11,4400,550,28-Aug-19
OPTSTK,L&TFH,29-Aug-19,85,CE,11.1,11.1,8.25,8.25,9.55,2,8.52,22500,-4500,28-Aug-19
OPTSTK,UPL,29-Aug-19,753.35,CE,0,0,0,19.3,0,0,0,0,0,28-Aug-19
OPTSTK,WIPRO,26-Sep-19,255,PE,8.75,10,8.75,10,9.15,2,16.92,99200,0,28-Aug-19
OPTSTK,SRF,26-Sep-19,3250,CE,0,0,0,139.35,43.8,0,0,0,0,28-Aug-19
OPTSTK,IGL,26-Sep-19,250,PE,0,0,0,2.5,0,0,0,0,0,28-Aug-19
OPTSTK,L&TFH,29-Aug-19,147.5,PE,0,0,0,20.45,53,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,12-Sep-19,12650,PE,0,0,0,974.4,1573.65,0,0,0,0,28-Aug-19
OPTSTK,UNIONBANK,29-Aug-19,92.5,PE,0,0,0,19.2,32.2,0,0,0,0,28-Aug-19
OPTSTK,DRREDDY,26-Sep-19,1950,CE,0,0,0,649.75,571.1,0,0,0,0,28-Aug-19
OPTSTK,OIL,29-Aug-19,185,CE,0,0,0,7.05,0,0,0,0,0,28-Aug-19
OPTSTK,ULTRACEMCO,31-Oct-19,4500,CE,0,0,0,170,137.55,0,0,1600,0,28-Aug-19
OPTSTK,M&M,31-Oct-19,730,CE,0,0,0,2.7,3.8,0,0,0,0,28-Aug-19
OPTSTK,NMDC,31-Oct-19,140,CE,0,0,0,1.55,0.7,0,0,0,0,28-Aug-19
OPTSTK,COLPAL,31-Oct-19,1300,CE,0,0,0,17.75,13.35,0,0,0,0,28-Aug-19
OPTSTK,HEROMOTOCO,31-Oct-19,3300,PE,0,0,0,878.4,717.3,0,0,0,0,28-Aug-19
OPTSTK,SBIN,31-Oct-19,285,CE,0,0,0,64.4,21,0,0,0,0,28-Aug-19
OPTSTK,ASIANPAINT,31-Oct-19,1220,CE,0,0,0,303.9,396.45,0,0,0,0,28-Aug-19
OPTSTK,CHOLAFIN,31-Oct-19,335,CE,0,0,0,3.9,4.35,0,0,0,0,28-Aug-19
OPTSTK,COALINDIA,31-Oct-19,280,PE,0,0,0,67.45,92.2,0,0,0,0,28-Aug-19
OPTSTK,EQUITAS,31-Oct-19,150,CE,0,0,0,2.55,1.1,0,0,0,0,28-Aug-19
OPTSTK,CIPLA,31-Oct-19,460,CE,0,0,0,89.35,28.25,0,0,0,0,28-Aug-19
OPTSTK,TCS,31-Oct-19,2320,PE,0,0,0,205.1,124.3,0,0,0,0,28-Aug-19
OPTSTK,TORNTPHARM,31-Oct-19,1420,CE,0,0,0,294.25,273.2,0,0,0,0,28-Aug-19
OPTSTK,JINDALSTEL,31-Oct-19,95,PE,0,0,0,2.25,12.8,0,0,0,0,28-Aug-19
OPTSTK,UJJIVAN,31-Oct-19,320,CE,0,0,0,12.95,16.4,0,0,0,0,28-Aug-19
OPTSTK,CESC,31-Oct-19,740,CE,0,0,0,59.4,58.25,0,0,0,0,28-Aug-19
OPTSTK,NIITTECH,31-Oct-19,1400,PE,0,0,0,66.05,49.9,0,0,0,0,28-Aug-19
OPTSTK,JUSTDIAL,31-Oct-19,480,PE,0,0,0,6,1.15,0,0,0,0,28-Aug-19
OPTSTK,BAJAJ-AUTO,31-Oct-19,3550,PE,0,0,0,942.25,748,0,0,0,0,28-Aug-19
OPTSTK,JINDALSTEL,31-Oct-19,180,CE,0,0,0,5.6,0.85,0,0,0,0,28-Aug-19
OPTSTK,GRASIM,31-Oct-19,1060,PE,0,0,0,182.5,338.45,0,0,0,0,28-Aug-19
OPTSTK,IDEA,31-Oct-19,17,PE,0,0,0,7.05,11.85,0,0,0,0,28-Aug-19
OPTSTK,CIPLA,31-Oct-19,380,PE,0,0,0,0.2,1.1,0,0,0,0,28-Aug-19
OPTSTK,CIPLA,31-Oct-19,460,PE,0,0,0,4.55,19,0,0,0,0,28-Aug-19
OPTSTK,ULTRACEMCO,31-Oct-19,3000,PE,0,0,0,0.15,4.05,0,0,0,0,28-Aug-19
OPTSTK,ADANIPOWER,31-Oct-19,64,PE,0,0,0,9.4,7.3,0,0,0,0,28-Aug-19
OPTSTK,DRREDDY,31-Oct-19,2100,PE,0,0,0,3.9,3.75,0,0,0,0,28-Aug-19
OPTSTK,APOLLOHOSP,31-Oct-19,1500,PE,0,0,0,169.1,92.75,0,0,0,0,28-Aug-19
OPTSTK,ADANIENT,31-Oct-19,175,CE,0,0,0,2.7,1.6,0,0,0,0,28-Aug-19
OPTSTK,INDIGO,31-Oct-19,1300,CE,0,0,0,367.85,381.6,0,0,0,0,28-Aug-19
OPTSTK,SAIL,31-Oct-19,51,PE,0,0,0,9.35,19.6,0,0,0,0,28-Aug-19
OPTSTK,MOTHERSUMI,31-Oct-19,75,PE,0,0,0,0.2,1.8,0,0,0,0,28-Aug-19
OPTSTK,MCDOWELL-N,31-Oct-19,590,PE,0,0,0,41.25,27.6,0,0,0,0,28-Aug-19
OPTSTK,PIDILITIND,31-Oct-19,1140,PE,0,0,0,16.85,1.8,0,0,0,0,28-Aug-19
OPTSTK,YESBANK,31-Oct-19,45,PE,0,0,0,1.85,5.15,0,0,0,0,28-Aug-19
OPTSTK,ADANIPOWER,31-Oct-19,48,PE,0,0,0,2.55,0.8,0,0,0,0,28-Aug-19
OPTSTK,APOLLOTYRE,31-Oct-19,197.5,CE,0,0,0,3.25,4.25,0,0,0,0,28-Aug-19
OPTSTK,BHEL,31-Oct-19,61,PE,0,0,0,4,11.2,0,0,0,0,28-Aug-19
OPTSTK,UPL,31-Oct-19,570,CE,0,0,0,84.6,47.9,0,0,0,0,28-Aug-19
OPTSTK,TECHM,31-Oct-19,670,CE,0,0,0,30.25,51.3,0,0,0,0,28-Aug-19
OPTSTK,UPL,31-Oct-19,400,PE,0,0,0,2.5,3.25,0,0,0,0,28-Aug-19
OPTSTK,ITC,31-Oct-19,257.5,CE,0,0,0,20.35,7.95,0,0,0,0,28-Aug-19
OPTSTK,ARVIND,29-Aug-19,110,CE,0,0,0,1.35,0,0,0,0,0,28-Aug-19
OPTSTK,SRTRANSFIN,29-Aug-19,1260,CE,0,0,0,59.7,0,0,0,0,0,28-Aug-19
OPTSTK,ARVIND,29-Aug-19,85,PE,0,0,0,11.8,38.45,0,0,0,0,28-Aug-19
OPTSTK,HAVELLS,31-Oct-19,750,CE,0,0,0,19,12.15,0,0,0,0,28-Aug-19
OPTSTK,ADANIPOWER,31-Oct-19,75,CE,0,0,0,5.05,0.95,0,0,0,0,28-Aug-19
OPTSTK,HINDUNILVR,31-Oct-19,2000,PE,0,0,0,243.6,166.3,0,0,0,0,28-Aug-19
OPTSTK,INFY,31-Oct-19,750,PE,0,0,0,24.35,13.95,0,0,0,0,28-Aug-19
OPTSTK,ADANIPOWER,31-Oct-19,59,CE,0,0,0,10.9,5.25,0,0,0,0,28-Aug-19
OPTSTK,ONGC,31-Oct-19,147.5,CE,0,0,0,11.15,1.6,0,0,0,0,28-Aug-19
OPTSTK,HDFC,31-Oct-19,1820,PE,0,0,0,19.9,17.65,0,0,0,0,28-Aug-19
OPTSTK,JSWSTEEL,31-Oct-19,345,CE,0,0,0,2.15,0.1,0,0,0,0,28-Aug-19
OPTIDX,BANKNIFTY,17-Oct-19,25800,CE,0,0,0,1844.1,2544.35,0,0,0,0,28-Aug-19
OPTSTK,PETRONET,31-Oct-19,160,CE,0,0,0,75.2,101.8,0,0,0,0,28-Aug-19
OPTSTK,TATAELXSI,31-Oct-19,850,PE,0,0,0,199.2,200.85,0,0,0,0,28-Aug-19
OPTSTK,PFC,31-Oct-19,95,PE,0,0,0,2.15,3.55,0,0,0,0,28-Aug-19
OPTSTK,TATAMTRDVR,31-Oct-19,65,PE,0,0,0,4.75,13.5,0,0,0,0,28-Aug-19
OPTSTK,TCS,31-Oct-19,2220,PE,0,0,0,139.95,71.8,0,0,0,0,28-Aug-19
OPTSTK,AMBUJACEM,31-Oct-19,280,PE,0,0,0,61.85,72.25,0,0,0,0,28-Aug-19
OPTSTK,MARICO,31-Oct-19,445,CE,0,0,0,0.15,2.6,0,0,0,0,28-Aug-19
OPTSTK,AXISBANK,31-Oct-19,890,PE,0,0,0,155.05,203.05,0,0,0,0,28-Aug-19
OPTSTK,GLENMARK,31-Oct-19,470,PE,0,0,0,52.35,93.6,0,0,0,0,28-Aug-19
OPTSTK,TECHM,31-Oct-19,780,PE,0,0,0,118.05,92.3,0,0,0,0,28-Aug-19
OPTSTK,IOC,31-Oct-19,95,PE,0,0,0,0.15,0.5,0,0,0,0,28-Aug-19
OPTSTK,POWERGRID,31-Oct-19,240,CE,0,0,0,4.45,1.35,0,0,0,0,28-Aug-19
OPTSTK,ZEEL,31-Oct-19,460,CE,0,0,0,24.05,10.95,0,0,0,0,28-Aug-19
OPTSTK,KOTAKBANK,31-Oct-19,1520,CE,0,0,0,85.5,60.4,0,0,0,0,28-Aug-19
OPTSTK,MARUTI,31-Oct-19,4500,CE,0,0,0,1365.55,1660.35,0,0,0,0,28-Aug-19
OPTIDX,BANKNIFTY,19-Sep-19,27400,CE,0,0,0,2092.25,1024.15,0,0,0,0,28-Aug-19
OPTSTK,MINDTREE,31-Oct-19,730,PE,0,0,0,92.25,75.95,0,0,0,0,28-Aug-19
OPTSTK,MFSL,31-Oct-19,400,CE,0,0,0,43.15,49.65,0,0,0,0,28-Aug-19
OPTSTK,HDFC,31-Oct-19,2100,CE,0,0,0,222.65,198.65,0,0,0,0,28-Aug-19
OPTSTK,MRF,31-Oct-19,63500,PE,0,0,0,8692.25,5566.45,0,0,0,0,28-Aug-19
OPTSTK,TATACHEM,31-Oct-19,700,CE,0,0,0,5.5,0.35,0,0,0,0,28-Aug-19
OPTSTK,PEL,31-Oct-19,1950,PE,0,0,0,325.55,190.05,0,0,0,0,28-Aug-19
OPTSTK,INFRATEL,31-Oct-19,320,PE,0,0,0,53.65,68.2,0,0,0,0,28-Aug-19
OPTSTK,IBULHSGFIN,31-Oct-19,660,CE,0,0,0,75.8,31.8,0,0,0,0,28-Aug-19
OPTSTK,UBL,31-Oct-19,1180,CE,0,0,0,247.9,172,0,0,0,0,28-Aug-19
OPTSTK,CENTURYTEX,31-Oct-19,940,PE,0,0,0,80.6,107.95,0,0,0,0,28-Aug-19
OPTSTK,SHREECEM,31-Oct-19,18000,PE,0,0,0,104.4,311.8,0,0,0,0,28-Aug-19
OPTSTK,PNB,31-Oct-19,55,CE,0,0,0,14.7,12.9,0,0,0,0,28-Aug-19
OPTSTK,AXISBANK,31-Oct-19,750,CE,0,0,0,33,13.6,0,0,0,0,28-Aug-19
OPTSTK,TORNTPHARM,31-Oct-19,1480,PE,0,0,0,85.4,17.4,0,0,0,0,28-Aug-19
OPTSTK,OIL,31-Oct-19,182.5,CE,0,0,0,4.75,0.9,0,0,0,0,28-Aug-19
OPTSTK,CENTURYTEX,31-Oct-19,860,PE,0,0,0,40.15,56.7,0,0,0,0,28-Aug-19
OPTSTK,HINDUNILVR,31-Oct-19,1500,PE,0,0,0,6.5,0.4,0,0,0,0,28-Aug-19
OPTSTK,ASHOKLEY,31-Oct-19,97.5,PE,0,0,0,24.2,30.5,0,0,0,0,28-Aug-19
OPTSTK,PNB,31-Oct-19,77.5,PE,0,0,0,14.45,13.5,0,0,0,0,28-Aug-19
OPTSTK,ESCORTS,31-Oct-19,630,CE,0,0,0,11.75,11.25,0,0,0,0,28-Aug-19
OPTSTK,TVSMOTOR,31-Oct-19,480,CE,0,0,0,6.1,3.5,0,0,0,0,28-Aug-19
OPTSTK,BERGEPAINT,31-Oct-19,280,PE,0,0,0,3.4,0.05,0,0,0,0,28-Aug-19
OPTSTK,PFC,31-Oct-19,107.5,CE,0,0,0,12.65,6.3,0,0,0,0,28-Aug-19
OPTSTK,ICICIBANK,31-Oct-19,340,PE,0,0,0,0.65,1.75,0,0,0,0,28-Aug-19
OPTSTK,EXIDEIND,31-Oct-19,182.5,CE,0,0,0,16.15,9.55,0,0,0,0,28-Aug-19
OPTSTK,ADANIPORTS,29-Aug-19,260,PE,0,0,0,0.8,0,0,0,0,0,28-Aug-19
OPTSTK,TATAELXSI,31-Oct-19,690,PE,0,0,0,81.8,75.3,0,0,0,0,28-Aug-19
OPTSTK,PAGEIND,31-Oct-19,23500,PE,0,0,0,4415.8,5226.85,0,0,0,0,28-Aug-19
OPTSTK,MCDOWELL-N,31-Oct-19,510,PE,0,0,0,11.65,4.95,0,0,0,0,28-Aug-19
OPTSTK,TORNTPHARM,31-Oct-19,1320,CE,0,0,0,365.8,365.45,0,0,0,0,28-Aug-19
OPTSTK,COALINDIA,31-Oct-19,215,PE,0,0,0,16.85,32.65,0,0,0,0,28-Aug-19
OPTSTK,TCS,31-Oct-19,2380,PE,0,0,0,249.75,163.45,0,0,0,0,28-Aug-19
OPTSTK,DRREDDY,31-Oct-19,3050,PE,0,0,0,380.65,510.25,0,0,0,0,28-Aug-19
OPTSTK,NIITTECH,31-Oct-19,1420,PE,0,0,0,79.8,56.75,0,0,0,0,28-Aug-19
OPTSTK,SHREECEM,31-Oct-19,24000,PE,0,0,0,2744.55,4650.5,0,0,0,0,28-Aug-19
OPTSTK,COLPAL,31-Oct-19,1040,PE,0,0,0,15.45,0.65,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,31-Dec-20,13300,CE,0,0,0,768.45,519.65,0,0,0,0,28-Aug-19
OPTSTK,NTPC,31-Oct-19,122.5,CE,0,0,0,13.95,6.55,0,0,0,0,28-Aug-19
OPTSTK,NBCC,31-Oct-19,29,PE,0,0,0,0.1,2.7,0,0,0,0,28-Aug-19
OPTSTK,MGL,31-Oct-19,720,CE,0,0,0,82.75,154.45,0,0,0,0,28-Aug-19
OPTSTK,TCS,31-Oct-19,2300,CE,0,0,0,59.75,76.6,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,31-Dec-20,11100,CE,0,0,0,1580,1394.3,0,0,1125,0,28-Aug-19
OPTSTK,UJJIVAN,31-Oct-19,300,CE,0,0,0,18.45,22.95,0,0,0,0,28-Aug-19
OPTSTK,GLENMARK,29-Aug-19,620,CE,0,0,0,15.6,0,0,0,0,0,28-Aug-19
OPTSTK,MINDTREE,26-Sep-19,1010,CE,0,0,0,9.25,0.05,0,0,0,0,28-Aug-19
OPTSTK,HEROMOTOCO,31-Oct-19,3200,PE,0,0,0,787.75,627.25,0,0,0,0,28-Aug-19
OPTSTK,ICICIPRULI,31-Oct-19,260,CE,0,0,0,140.95,159.8,0,0,0,0,28-Aug-19
OPTSTK,RBLBANK,31-Oct-19,440,PE,0,0,0,57.35,140.8,0,0,0,0,28-Aug-19
OPTSTK,STAR,31-Oct-19,280,PE,0,0,0,4.35,1.1,0,0,0,0,28-Aug-19
OPTSTK,TATASTEEL,31-Oct-19,630,PE,0,0,0,180.35,286.4,0,0,0,0,28-Aug-19
OPTSTK,CONCOR,31-Oct-19,550,CE,0,0,0,21.45,4.5,0,0,0,0,28-Aug-19
OPTSTK,CONCOR,31-Oct-19,630,CE,0,0,0,3.75,0.3,0,0,0,0,28-Aug-19
OPTSTK,M&MFIN,31-Oct-19,340,CE,0,0,0,29.05,28.15,0,0,0,0,28-Aug-19
OPTSTK,EQUITAS,31-Oct-19,130,CE,0,0,0,6.2,3.25,0,0,0,0,28-Aug-19
OPTIDX,NIFTY,31-Dec-20,10500,PE,380,380,380,380,366.2,1,8.16,714375,0,28-Aug-19
OPTSTK,NATIONALUM,31-Oct-19,39,PE,0,0,0,0.35,2.15,0,0,0,0,28-Aug-19
OPTSTK,TATAMOTORS,31-Oct-19,170,CE,0,0,0,8.55,2.9,0,0,0,0,28-Aug-19
OPTSTK,SIEMENS,31-Oct-19,1240,CE,0,0,0,70.2,46.65,0,0,0,0,28-Aug-19
OPTSTK,CUMMINSIND,31-Oct-19,680,CE,0,0,0,97,7.65,0,0,0,0,28-Aug-19
OPTSTK,FEDERALBNK,31-Oct-19,62.5,CE,0,0,0,31.1,20.25,0,0,0,0,28-Aug-19
OPTSTK,NBCC,31-Oct-19,44,PE,0,0,0,2.8,11.3,0,0,0,0,28-Aug-19
OPTSTK,INDIGO,31-Oct-19,1400,CE,0,0,0,302.1,295.15,0,0,0,0,28-Aug-19
OPTSTK,SBIN,31-Oct-19,360,CE,0,0,0,4.7,2.55,0,0,6000,0,28-Aug-19
OPTIDX,NIFTY,17-Oct-19,11750,PE,0,0,0,712.85,704.15,0,0,0,0,28-Aug-19
OPTSTK,ADANIPORTS,31-Oct-19,370,PE,0,0,0,19.65,23.35,0,0,0,0,28-Aug-19
OPTSTK,BAJAJFINSV,31-Oct-19,7300,PE,0,0,0,963.05,730.65,0,0,0,0,28-Aug-19
OPTSTK,MOTHERSUMI,31-Oct-19,140,CE,0,0,0,2.4,1.4,0,0,0,0,28-Aug-19
OPTSTK,TCS,31-Oct-19,2280,PE,0,0,0,177.6,101.3,0,0,0,0,28-Aug-19
