instrument,symbol,expiryDate,strikePrice,optionType,contracts,hammer,cmTdyClose,cmPrcntChgInClose,foTdyClose,foPrcntChgInClose,tdyOI,prcntChgInOI,tdyDelivery,prcntChgInDelivery,tdyDate,cmPrevsClose,foPrevsClose,prevsOI,prevsDelivery,prevsDate
FUTSTK,BAJAJ-AUTO,29-Aug-0019,0.0,XX,4319,,2766.75,0.0,2767.3,0.0,689250,0.0,82656,-60.0,28-Aug-0019,2766.5,2767.3,689250,208815,28-Aug-0019
FUTSTK,INFRATEL,29-Aug-0019,0.0,XX,2188,,248.8,2.0,248.8,0.0,944000,0.0,335538,-64.0,28-Aug-0019,245.05,248.8,944000,942800,28-Aug-0019
FUTSTK,APOLLOTYRE,29-Aug-0019,0.0,XX,2404,,168.55,-2.0,167.65,0.0,1380000,0.0,679564,69.0,28-Aug-0019,172.0,167.65,1380000,402954,28-Aug-0019
FUTSTK,PFC,29-Aug-0019,0.0,XX,2906,,103.3,-2.0,103.25,0.0,12995200,0.0,3219772,-15.0,28-Aug-0019,105.35,103.25,12995200,3798998,28-Aug-0019
FUTSTK,TATAPOWER,29-Aug-0019,0.0,XX,2414,Hammer,55.45,0.0,55.2,0.0,19233000,0.0,2303029,-53.0,28-Aug-0019,55.35,55.2,19233000,4901593,28-Aug-0019
FUTSTK,PEL,29-Aug-0019,0.0,XX,4483,,1895.6,-3.0,1898.4,0.0,503132,0.0,160432,-54.0,28-Aug-0019,1950.0,1898.4,503132,349573,28-Aug-0019
FUTSTK,DISHTV,29-Aug-0019,0.0,XX,4053,,23.0,-5.0,23.05,0.0,29946000,0.0,2129985,-61.0,28-Aug-0019,24.3,23.05,29946000,5516188,28-Aug-0019
FUTSTK,BHEL,29-Aug-0019,0.0,XX,2378,,51.35,-3.0,51.3,0.0,8100000,0.0,4926248,20.0,28-Aug-0019,52.7,51.3,8100000,4098001,28-Aug-0019
FUTSTK,NCC,29-Aug-0019,0.0,XX,3701,,59.25,-1.0,59.1,0.0,11184000,0.0,1181361,-62.0,28-Aug-0019,59.9,59.1,11184000,3144102,28-Aug-0019
FUTSTK,HINDZINC,29-Aug-0019,0.0,XX,824,,210.85,-1.0,210.35,0.0,1942400,0.0,272683,-28.0,28-Aug-0019,213.15,210.35,1942400,378158,28-Aug-0019
FUTSTK,COALINDIA,29-Aug-0019,0.0,XX,11979,,185.05,-4.0,184.7,0.0,14854400,0.0,4530903,-34.0,28-Aug-0019,191.85,184.7,14854400,6871538,28-Aug-0019
FUTSTK,CASTROLIND,29-Aug-0019,0.0,XX,1093,,123.8,-3.0,123.75,0.0,2414000,0.0,431511,-65.0,28-Aug-0019,127.15,123.75,2414000,1240516,28-Aug-0019
FUTSTK,RELIANCE,29-Aug-0019,0.0,XX,30819,,1263.3,-1.0,1263.55,0.0,12760000,0.0,1838944,-77.0,28-Aug-0019,1274.85,1263.55,12760000,7846459,28-Aug-0019
FUTSTK,ZEEL,29-Aug-0019,0.0,XX,7677,,364.2,0.0,361.65,0.0,5471700,0.0,1318039,-18.0,28-Aug-0019,363.75,361.65,5471700,1611496,28-Aug-0019
FUTSTK,HINDALCO,29-Aug-0019,0.0,XX,4668,,178.4,-2.0,178.4,0.0,8550500,0.0,1382679,-40.0,28-Aug-0019,181.2,178.4,8550500,2291237,28-Aug-0019
FUTSTK,DHFL,29-Aug-0019,0.0,XX,2793,Hammer,48.4,0.0,48.5,0.0,3748000,0.0,2074834,-54.0,28-Aug-0019,48.35,48.5,3748000,4525840,28-Aug-0019
FUTSTK,LT,29-Aug-0019,0.0,XX,13928,,1344.65,-1.0,1345.1,0.0,3636000,0.0,1156367,-64.0,28-Aug-0019,1356.95,1345.1,3636000,3228796,28-Aug-0019
FUTSTK,BHARATFORG,29-Aug-0019,0.0,XX,2883,,389.65,-1.0,389.55,0.0,1723200,0.0,233616,-51.0,28-Aug-0019,395.3,389.55,1723200,474925,28-Aug-0019
FUTSTK,TVSMOTOR,29-Aug-0019,0.0,XX,4397,,359.75,-3.0,359.7,0.0,1895300,0.0,286642,-66.0,28-Aug-0019,370.35,359.7,1895300,855309,28-Aug-0019
FUTSTK,M&M,29-Aug-0019,0.0,XX,8844,,539.7,-3.0,539.6,0.0,4746000,0.0,1540123,-22.0,28-Aug-0019,554.05,539.6,4746000,1981965,28-Aug-0019
FUTSTK,YESBANK,29-Aug-0019,0.0,XX,58659,,59.5,-8.0,59.6,0.0,62961800,0.0,24802738,-5.0,28-Aug-0019,64.5,59.6,62961800,26032687,28-Aug-0019
FUTSTK,GLENMARK,29-Aug-0019,0.0,XX,2708,,378.4,1.0,377.6,0.0,1193000,0.0,208027,-75.0,28-Aug-0019,374.85,377.6,1193000,841472,28-Aug-0019
FUTSTK,ONGC,29-Aug-0019,0.0,XX,7062,,121.2,-4.0,120.95,0.0,22222500,0.0,6312447,-42.0,28-Aug-0019,125.6,120.95,22222500,10977950,28-Aug-0019
FUTSTK,ADANIPOWER,29-Aug-0019,0.0,XX,2448,,59.25,-1.0,59.1,0.0,21760000,0.0,1010539,5.0,28-Aug-0019,59.95,59.1,21760000,966030,28-Aug-0019
FUTSTK,MARICO,29-Aug-0019,0.0,XX,1597,,390.95,1.0,390.1,0.0,1656200,0.0,742600,-60.0,28-Aug-0019,385.9,390.1,1656200,1855826,28-Aug-0019
FUTSTK,KOTAKBANK,29-Aug-0019,0.0,XX,11267,,1483.65,-1.0,1487.4,0.0,3484800,0.0,1283704,-13.0,28-Aug-0019,1501.55,1487.4,3484800,1477762,28-Aug-0019
FUTSTK,MARUTI,29-Aug-0019,0.0,XX,27781,,6103.4,-3.0,6118.15,0.0,828600,0.0,341367,20.0,28-Aug-0019,6277.75,6118.15,828600,285385,28-Aug-0019
FUTSTK,NBCC,29-Aug-0019,0.0,XX,2674,,35.95,-2.0,35.95,0.0,10854500,0.0,3489476,-50.0,28-Aug-0019,36.85,35.95,10854500,6927580,28-Aug-0019
FUTSTK,UBL,29-Aug-0019,0.0,XX,861,,1329.4,-1.0,1330.45,0.0,436800,0.0,67602,11.0,28-Aug-0019,1347.45,1330.45,436800,60949,28-Aug-0019
FUTSTK,RBLBANK,29-Aug-0019,0.0,XX,32951,,313.85,-12.0,313.55,0.0,4454400,0.0,4608435,103.0,28-Aug-0019,356.75,313.55,4454400,2266178,28-Aug-0019
FUTSTK,NIITTECH,29-Aug-0019,0.0,XX,2607,,1523.4,6.0,1524.5,0.0,579750,0.0,132089,58.0,28-Aug-0019,1441.7,1524.5,579750,83579,28-Aug-0019
FUTSTK,MRF,29-Aug-0019,0.0,XX,1110,,57924.5,-2.0,58049.45,0.0,6060,0.0,775,-22.0,28-Aug-0019,58871.5,58049.45,6060,994,28-Aug-0019
FUTSTK,CANBK,29-Aug-0019,0.0,XX,5274,,226.9,-1.0,227.25,0.0,2810000,0.0,382093,-27.0,28-Aug-0019,229.55,227.25,2810000,526101,28-Aug-0019
FUTSTK,ACC,29-Aug-0019,0.0,XX,3668,,1542.35,0.0,1540.75,0.0,386000,0.0,129571,-32.0,28-Aug-0019,1539.6,1540.75,386000,190228,28-Aug-0019
FUTSTK,TATAGLOBAL,29-Aug-0019,0.0,XX,4977,,280.05,5.0,279.75,0.0,2376000,0.0,1334828,85.0,28-Aug-0019,266.4,279.75,2376000,721647,28-Aug-0019
FUTSTK,ASIANPAINT,29-Aug-0019,0.0,XX,4127,,1603.15,0.0,1603.7,0.0,1752600,0.0,191713,-80.0,28-Aug-0019,1599.45,1603.7,1752600,953752,28-Aug-0019
FUTSTK,HCLTECH,29-Aug-0019,0.0,XX,6512,,1123.95,3.0,1120.1,0.0,3320100,0.0,1816445,-24.0,28-Aug-0019,1093.1,1120.1,3320100,2378927,28-Aug-0019
FUTSTK,SAIL,29-Aug-0019,0.0,XX,5026,,31.1,-5.0,31.0,0.0,36492000,0.0,3629729,9.0,28-Aug-0019,32.85,31.0,36492000,3339521,28-Aug-0019
